id,model,temperature,seed,timestamp,control_options,control_option_order,control_answer,control_extraction,control_decision,treatment_options,treatment_option_order,treatment_answer,treatment_extraction,treatment_decision,status,error_message,individual_score,weight,bias,prompt_strategy
2040,gpt-4o-mini-2024-07-18,0.0,42,2025-04-08 19:09:19,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 8: 70%,Option 8,7.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 8: 70%,Option 8,7.0,OK,,0.0,1.0,Anchoring,
2041,gpt-4o-mini-2024-07-18,0.0,43,2025-04-08 19:09:56,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2042,gpt-4o-mini-2024-07-18,0.0,44,2025-04-08 19:10:33,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2043,gpt-4o-mini-2024-07-18,0.0,45,2025-04-08 19:11:11,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2044,gpt-4o-mini-2024-07-18,0.0,46,2025-04-08 19:11:39,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,OK,,0.0,1.0,Anchoring,
2045,gpt-4o-mini-2024-07-18,0.0,47,2025-04-08 19:12:17,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,OK,,0.249999999375,1.0,Anchoring,
2046,gpt-4o-mini-2024-07-18,0.0,48,2025-04-08 19:12:46,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",I choose Option 10: 90%.,Option 10,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",I choose Option 10: 90%.,Option 10,9.0,OK,,0.0,1.0,Anchoring,
2047,gpt-4o-mini-2024-07-18,0.0,49,2025-04-08 19:13:23,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2048,gpt-4o-mini-2024-07-18,0.0,50,2025-04-08 19:14:00,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2049,gpt-4o-mini-2024-07-18,0.0,51,2025-04-08 19:14:37,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2050,gpt-4o-mini-2024-07-18,0.0,52,2025-04-08 19:15:06,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2051,gpt-4o-mini-2024-07-18,0.0,53,2025-04-08 19:15:43,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",I choose Option 5: 40%.,Option 5,4.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,OK,,0.0,1.0,Anchoring,
2052,gpt-4o-mini-2024-07-18,0.0,54,2025-04-08 19:16:20,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2053,gpt-4o-mini-2024-07-18,0.0,55,2025-04-08 19:16:49,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,OK,,0.1999999996,1.0,Anchoring,
2054,gpt-4o-mini-2024-07-18,0.0,56,2025-04-08 19:17:26,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 8: 70%,Option 8,7.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 8: 70%,Option 8,7.0,OK,,0.0,1.0,Anchoring,
2055,gpt-4o-mini-2024-07-18,0.0,57,2025-04-08 19:18:03,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2056,gpt-4o-mini-2024-07-18,0.0,58,2025-04-08 19:18:32,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,OK,,0.0,1.0,Anchoring,
2057,gpt-4o-mini-2024-07-18,0.0,59,2025-04-08 19:19:09,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2058,gpt-4o-mini-2024-07-18,0.0,60,2025-04-08 19:19:47,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2059,gpt-4o-mini-2024-07-18,0.0,61,2025-04-08 19:20:23,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 5: 60%.,Option 5,6.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,-0.6666666644444444,1.0,Anchoring,
2060,gpt-4o-mini-2024-07-18,0.0,62,2025-04-08 19:20:52,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",I choose Option 7: 60%.,Option 7,6.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,OK,,0.0,1.0,Anchoring,
2061,gpt-4o-mini-2024-07-18,0.0,63,2025-04-08 19:21:29,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2062,gpt-4o-mini-2024-07-18,0.0,64,2025-04-08 19:22:06,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2063,gpt-4o-mini-2024-07-18,0.0,65,2025-04-08 19:22:35,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 2: 90%.,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2064,gpt-4o-mini-2024-07-18,0.0,66,2025-04-08 19:23:12,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 2: 90%.,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 2: 90%.,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2065,gpt-4o-mini-2024-07-18,0.0,67,2025-04-08 19:23:49,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2066,gpt-4o-mini-2024-07-18,0.0,68,2025-04-08 19:24:18,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,OK,,0.0,1.0,Anchoring,
2067,gpt-4o-mini-2024-07-18,0.0,69,2025-04-08 19:24:55,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",I choose Option 10: 90%.,Option 10,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 10: 90%,Option 10,9.0,OK,,0.0,1.0,Anchoring,
2068,gpt-4o-mini-2024-07-18,0.0,70,2025-04-08 19:25:32,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 9: 80%,Option 9,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 9: 80%,Option 9,8.0,OK,,0.0,1.0,Anchoring,
2069,gpt-4o-mini-2024-07-18,0.0,71,2025-04-08 19:26:09,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 5: 60%,Option 5,6.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 5: 60%,Option 5,6.0,OK,,0.0,1.0,Anchoring,
2070,gpt-4o-mini-2024-07-18,0.0,42,2025-04-08 19:26:38,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2071,gpt-4o-mini-2024-07-18,0.0,43,2025-04-08 19:27:16,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2072,gpt-4o-mini-2024-07-18,0.0,44,2025-04-08 19:27:53,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2073,gpt-4o-mini-2024-07-18,0.0,45,2025-04-08 19:28:21,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,OK,,0.0,1.0,Anchoring,
2074,gpt-4o-mini-2024-07-18,0.0,46,2025-04-08 19:28:58,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2075,gpt-4o-mini-2024-07-18,0.0,47,2025-04-08 19:29:36,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2076,gpt-4o-mini-2024-07-18,0.0,48,2025-04-08 19:30:04,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,OK,,0.0,1.0,Anchoring,
2077,gpt-4o-mini-2024-07-18,0.0,49,2025-04-08 19:30:41,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,OK,,0.1999999996,1.0,Anchoring,
2078,gpt-4o-mini-2024-07-18,0.0,50,2025-04-08 19:31:18,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2079,gpt-4o-mini-2024-07-18,0.0,51,2025-04-08 19:31:47,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 4: 70%.,Option 4,7.0,OK,,0.0,1.0,Anchoring,
2080,gpt-4o-mini-2024-07-18,0.0,52,2025-04-08 19:32:25,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 5: 40%,Option 5,4.0,OK,,0.0,1.0,Anchoring,
2081,gpt-4o-mini-2024-07-18,0.0,53,2025-04-08 19:33:02,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 8: 70%,Option 8,7.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 8: 70%,Option 8,7.0,OK,,0.0,1.0,Anchoring,
2082,gpt-4o-mini-2024-07-18,0.0,54,2025-04-08 19:33:30,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2083,gpt-4o-mini-2024-07-18,0.0,55,2025-04-08 19:34:07,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2084,gpt-4o-mini-2024-07-18,0.0,56,2025-04-08 19:34:44,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2085,gpt-4o-mini-2024-07-18,0.0,57,2025-04-08 19:35:22,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2086,gpt-4o-mini-2024-07-18,0.0,58,2025-04-08 19:35:50,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,OK,,0.0,1.0,Anchoring,
2087,gpt-4o-mini-2024-07-18,0.0,59,2025-04-08 19:36:28,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 2: 90%,Option 2,9.0,OK,,0.0,1.0,Anchoring,
2088,gpt-4o-mini-2024-07-18,0.0,60,2025-04-08 19:37:05,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2089,gpt-4o-mini-2024-07-18,0.0,61,2025-04-08 19:37:33,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2090,gpt-4o-mini-2024-07-18,0.0,62,2025-04-08 19:38:11,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Option 7: 60%,Option 7,6.0,OK,,0.0,1.0,Anchoring,
2091,gpt-4o-mini-2024-07-18,0.0,63,2025-04-08 19:38:48,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 6: 50%,Option 6,5.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 6: 50%,Option 6,5.0,OK,,0.0,1.0,Anchoring,
2092,gpt-4o-mini-2024-07-18,0.0,64,2025-04-08 19:39:17,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",Option 3: 80%,Option 3,8.0,OK,,0.0,1.0,Anchoring,
2093,gpt-4o-mini-2024-07-18,0.0,65,2025-04-08 19:39:55,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,"['0%', '10%', '20%', '30%', '40%', '50%', '60%', '70%', '80%', '90%', '100%']","[10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",I choose Option 3: 80%.,Option 3,8.0,OK,,0.0,1.0,Anchoring,
